"corpus","preloaded/ententen21_tt31"
"subcorpus","-"
Keyword,Gramrel,Collocate,Freq,Score
,,"cost",17,5.630
,,"law",17,5.540
,,"member",14,5.350
,,"system",27,5.340
,,"number",19,5.290
,,"people",187,5.180
,,"everything",16,5.030
power,"... until X",,1645,0.010
,,"button",60,8.910
,,"generator",21,8.670
,,"power",44,8.340
,,"function",20,8.200
,,"electricity",13,7.890
,,"second",19,7.180
,,"thing",16,6.920
,,"long",17,6.620
,,"system",14,6.570
,,"repeat",23,6.490
,,"operate",23,6.490
,,"state",15,6.320
,,"hour",32,6.140
,,"work",45,5.890
,,"service",19,5.760
,,"time",58,5.450
,,"do",27,5.380
,,"least",50,5.230
,,"day",39,5.010
power,"... off X",,1641,0.010
,,"shut",220,10.550
,,"switch",68,9.170
,,"shut",66,9.170
,,"turn",181,9.120
,,"run",141,9.120
,,"turn",191,8.880
,,"operate",21,8.440
,,"cut",173,8.290
,,"show",68,8.110
,,"switch",18,8.110
,,"cut",177,7.900
,,"trading",14,7.780
,,"power",34,7.340
,,"run",15,5.560
power,"... towards X",,1636,0.010
,,"skepticism",13,7.670
,,"drive",41,7.370
,,"tilt",17,6.980
,,"stance",15,6.330
,,"march",14,6.330
,,"push",15,6.310
,,"shift",27,6.010
,,"gravitate",26,5.860
,,"trend",45,5.830
,,"shift",41,5.760
,,"path",34,5.750
,,"attitude",232,5.700
,,"move",61,5.680
,,"bias",18,5.620
,,"more",28,5.560
,,"hostility",16,5.550
,,"bias",15,5.480
,,"policy",37,5.360
,,"movement",17,5.290
,,"tendency",16,5.190
power,"... so X",,1577,0.010
,,"loom",190,11.770
,,"give",128,9.460
,,"wield",34,9.420
,,"hold",43,9.260
,,"gain",33,9.180
,,"hold",25,8.940
,,"government",33,8.860
,,"grid",21,8.670
,,"power",26,8.450
,,"amass",17,8.410
,,"switch",16,8.110
,,"holding",13,8.040
,,"battery",15,7.970
,,"woman",15,7.940
,,"use",16,7.880
,,"supply",14,7.830
,,"require",16,7.810
,,"line",23,7.480
,,"person",14,7.410
,,"man",14,7.360
,,"people",24,7.340
,,"get",49,7.200
,,"feel",15,7.130
,,"use",19,6.850
,,"system",27,6.290
,,"place",14,5.890
,,"more",18,5.720
,,"time",24,5.320
power,"... around X",,1531,0.010
,,"draw",18,7.180
,,"idea",19,6.630
,,"issue",113,6.550
,,"question",32,6.500
,,"them",16,6.340
,,"debate",35,6.170
,,"have",33,5.990
,,"conversation",45,5.970
,,"discussion",44,5.730
,,"revolve",253,5.710
,,"awareness",13,5.560
,,"centre",37,5.510
,,"center",48,5.460
,,"concern",21,5.410
,,"focus",18,5.370
,,"base",91,5.340
,,"build",127,5.310
,,"center",94,5.210
power,"X while ...",,1403,0.010
,,"power",36,9.040
,,"battery",18,8.360
,,"engine",35,8.280
,,"country",35,8.030
,,"nation",15,8.000
,,"aircraft",13,7.700
,,"majority",15,7.510
,,"light",13,7.440
,,"state",18,7.390
,,"system",29,7.380
,,"device",13,7.380
,,"unit",13,7.310
,,"government",29,7.290
,,"world",14,7.020
,,"vehicle",17,6.980
,,"latter",14,6.640
,,"people",48,6.300
,,"car",13,6.160
,,"woman",16,6.020
,,"everyone",16,5.730
,,"rest",27,5.230
,,"man",15,5.230
,,"other",161,5.230
,,"driving",23,5.100
power,"X about ...",,1358,0.010
,,"home",789,9.940
,,"household",66,9.590
,,"percent",39,6.770
power,"... behind X",,1325,0.010
,,"secret",105,8.870
,,"power",113,8.350
,,"mystery",25,7.530
,,"science",86,6.870
,,"truth",53,6.410
,,"principle",25,6.040
,,"theory",21,6.020
,,"technology",15,5.890
,,"hiding",15,5.780
,,"lie",24,5.340
,,"lag",47,5.270
,,"force",66,5.100
,,"fall",26,5.100
power,"X before ...",,1275,0.010
,,"engine",32,8.480
,,"Throne",14,7.700
,,"power",25,7.670
,,"battery",15,7.470
,,"installation",14,6.270
,,"revolution",20,5.930
,,"II",14,5.700
,,"other",14,5.610
,,"battle",15,5.410
,,"war",49,5.350
,,"world",16,5.310
,,"War",24,5.140
power,"... toward X",,1129,0.010
,,"skepticism",17,8.170
,,"ambivalence",14,7.960
,,"drive",27,7.620
,,"orientation",20,7.330
,,"push",13,6.740
,,"stance",16,6.590
,,"march",14,6.500
,,"shift",34,6.240
,,"gravitate",24,6.070
,,"orient",23,6.060
,,"attitude",210,5.870
,,"trend",40,5.780
,,"hostility",18,5.780
,,"movement",22,5.770
,,"move",42,5.760
,,"path",29,5.630
,,"tendency",18,5.420
,,"be",20,5.120
power,"X save ...",,1119,0.010
,,"mode",775,13.530
,,"feature",78,10.760
,,"function",56,10.500
,,"option",57,10.480
,,"setting",34,9.820
,,"state",29,9.400
,,"period",20,9.150
power,"X outside ...",,995,0.000
,,"mirror",310,12.350
,,"matrix",30,9.640
,,"region",63,7.860
,,"border",46,7.470
,,"state",36,6.610
,,"territory",13,6.580
,,"control",33,6.430
,,"world",16,6.320
,,"law",17,6.270
,,"jurisdiction",15,6.160
,,"Europe",15,6.070
,,"boundary",19,5.500
,,"system",15,5.010
power,"verbs with particle ""over"" and X as object",,964,0.000
,,"give",53,9.760
,,"hand",468,9.060
,,"sign",35,8.890
,,"control",24,7.830
,,"turn",88,7.550
,,"take",262,6.790
power,"... up X",,924,0.000
,,"provide",48,10.470
,,"amp",116,8.630
,,"have",33,8.490
,,"use",18,8.490
,,"back",21,8.330
,,"pump",13,8.030
,,"juice",13,7.810
,,"ramp",32,7.500
,,"hook",30,7.500
,,"back",114,7.480
,,"charge",13,7.400
,,"ratchet",33,6.690
,,"build",19,6.610
,,"level",13,6.230
,,"power",18,6.210
,,"sum",24,5.640
,,"straight",17,5.530
,,"start",22,5.150
power,"X so ...",,857,0.000
,,"battery",29,9.550
,,"power",26,8.450
,,"device",13,8.190
,,"government",19,7.900
power,"... near X",,855,0.000
,,"have",207,9.830
,,"wield",18,9.390
,,"exercise",18,9.250
,,"give",19,8.820
,,"need",13,8.640
,,"anything",27,8.470
,,"produce",14,8.190
,,"allow",24,8.130
,,"hold",24,7.610
,,"provide",14,7.270
,,"operate",15,7.230
,,"run",20,7.210
,,"get",80,6.850
,,"come",42,6.340
power,"X along ...",,839,0.000
,,"chain",24,5.580
power,"... while X",,830,0.000
,,"deteriorate",15,9.130
,,"power",36,9.040
,,"repeat",13,8.900
,,"button",26,8.710
,,"wheel",18,8.690
,,"unit",17,8.340
,,"rise",14,7.330
,,"country",14,7.070
,,"run",13,7.050
,,"increase",14,6.740
,,"use",17,6.670
,,"work",14,6.460
,,"time",31,5.850
,,"be",18,5.810
,,"do",20,5.770
,,"occur",15,5.760
,,"day",14,5.150
,,"say",17,5.010
power,"X above ...",,792,0.000
,,"power",49,10.020
,,"rpm",36,9.800
,,"watt",20,9.530
,,"kW",21,9.510
,,"RPM",20,9.350
,,"reasoning",16,9.280
,,"government",14,8.710
,,"nature",16,8.090
,,"else",100,7.810
,,"man",14,7.480
,,"interest",16,7.330
,,"state",15,7.310
,,"people",15,7.230
,,"everything",21,6.810
,,"law",52,6.250
,,"other",37,6.160
,,"thing",16,5.980
power,"... above X",,754,0.000
,,"power",49,10.020
,,"have",48,8.750
,,"word",13,8.570
,,"exalt",17,7.750
,,"anything",13,6.550
,,"stand",18,5.630
,,"mention",19,5.530
,,"be",305,5.400
,,"go",17,5.340
power,"... outside X",,718,0.000
,,"act",167,10.200
,,"lie",42,6.660
,,"be",382,6.290
,,"fall",50,6.090
power,"... via X",,695,0.000
,,"electricity",32,9.540
,,"grid",14,8.740
,,"power",29,8.520
,,"energy",21,8.430
,,"charge",43,8.350
,,"life",15,7.600
,,"run",25,7.500
,,"power",16,7.390
,,"operate",30,7.180
,,"work",15,6.420
,,"world",19,6.340
power,"X inside ...",,684,0.000
,,"Party",19,8.560
,,"party",26,8.520
,,"family",14,8.480
,,"government",26,8.330
,,"state",18,8.160
,,"beltway",16,7.750
,,"country",46,7.200
,,"States",18,7.100
,,"Iran",17,6.960
,,"organization",14,6.740
,,"network",13,6.740
,,"system",20,6.610
,,"body",78,6.280
power,"X towards ...",,654,0.000
,,"employer",14,8.770
,,"Asia",22,8.380
,,"citizen",17,7.940
,,"worker",16,7.670
,,"China",20,7.050
,,"country",19,6.840
,,"government",15,6.330
,,"state",14,6.140
,,"community",13,5.790
,,"area",14,5.400
power,"X despite ...",,565,0.000
,,"size",39,9.190
,,"defeat",13,8.820
,,"protest",20,8.330
,,"pressure",16,7.650
,,"opposition",22,7.240
,,"attempt",14,7.050
,,"lack",17,6.210
,,"effort",22,5.860
,,"fact",84,5.490
power,"X unto ...",,537,0.000
,,"witness",83,12.100
,,"beast",137,11.920
,,"salvation",120,9.360
,,"god",23,9.280
,,"people",32,8.900
,,"man",52,8.100
power,"... since X",,455,0.000
,,"power",37,8.360
power,"X onto ...",,421,0.000
,,"grid",158,10.820
,,"people",14,7.110
,,"world",14,6.820
,,"other",15,6.420
,,"system",13,5.690
,,"road",29,5.380
power,"... during X",,382,0.000
,,"button",24,8.900
,,"mode",18,7.940
,,"state",35,5.940
,,"datum",13,5.150
power,"verbs with particle ""upon"" and X as object",,333,0.000
,,"call",120,9.970
,,"rely",59,9.560
,,"draw",70,9.450
,,"depend",31,8.450
power,"... unto X",,311,0.000
,,"subject",219,13.160
,,"truth",61,11.840
,,"ordain",16,10.130
power,"... except X",,310,0.000
,,"power",47,11.740
,,"Act",14,10.410
,,"nothing",60,7.830
,,"anything",69,7.140
,,"everything",53,6.560
power,"X toward ...",,282,0.000
,,"end",74,5.290
power,"... below X",,282,0.000
,,"dB",89,11.200
,,"attenuate",20,11.010
,,"operate",28,7.990
,,"run",17,7.220
power,"X out ...",,264,0.000
,,"put",86,12.080
,,"socket",16,9.420
,,"end",13,7.300
,,"side",15,5.700
power,"X amongst ...",,264,0.000
,,"elite",13,8.810
,,"state",17,8.610
,,"nation",14,8.020
,,"man",23,7.230
,,"group",21,6.220
,,"member",16,5.670
,,"people",31,5.370
power,"... though X",,245,0.000
,,"be",72,6.550
,,"seem",62,6.190
,,"feel",39,5.810
,,"appear",13,5.810
power,"verbs with particle ""around"" and X as object",,237,0.000
,,"throw",28,6.680
,,"revolve",51,5.470
power,"verbs with particle ""aside"" and X as object",,235,0.000
,,"lay",65,7.710
power,"... plus X",,234,0.000
,,"show",49,12.240
,,"have",45,12.080
,,"generate",20,11.300
,,"develop",18,11.190
,,"produce",15,10.910
,,"possess",14,10.790
power,"... forth X",,223,0.000
,,"show",21,11.080
,,"show",15,10.660
,,"call",18,9.870
,,"put",78,8.950
,,"set",24,7.490
,,"set",28,6.420
power,"... across X",,218,0.000
,,"capacitor",33,9.460
,,"get",20,5.040
power,"... down X",,214,0.000
,,"knock",121,11.420
,,"water",15,6.500
,,"low",17,6.470
power,"... per X",,194,0.000
,,"performance",15,6.900
power,"X amid ...",,176,0.000
,,"chaos",16,8.600
,,"protest",26,8.490
,,"crisis",22,7.260
power,"X below ...",,157,0.000
,,"rpm",31,10.960
,,"cost",22,6.490
,,"value",14,5.070
power,"X vs. ...",,153,0.000
,,"power",66,13.020
,,"time",18,8.790
power,"X once ...",,152,0.000
,,"battery",22,11.160
,,"crisis",14,9.310
power,"X till ...",,147,0.000
,,"election",15,9.050
,,"death",31,7.070
,,"day",15,5.370
power,"X except ...",,139,0.000
,,"power",47,11.740
,,"States",15,9.350
,,"God",15,8.340
power,"X vis-à-vis ...",,139,0.000
,,"employer",17,11.520
,,"States",13,11.000
,,"state",21,10.810
power,"... amongst X",,136,0.000
,,"divide",14,7.540
power,"... unless X",,132,0.000
,,"power",21,11.450
,,"exist",25,10.730
power,"X unless ...",,113,0.000
,,"power",21,11.450
power,"... vs. X",,107,0.000
,,"power",66,13.020
,,"speed",18,10.940
power,"X beneath ...",,104,0.000
,,"hood",21,9.730
power,"X unlike ...",,94,0.000
,,"anyone",13,8.240
,,"anything",76,6.430
power,"... past X",,94,0.000
,,"be",14,5.780
power,"verbs with particle ""on"" and X as object",,89,0.000
,,"switch",20,11.000
,,"turn",51,10.050
power,"... beneath X",,81,0.000
,,"fall",29,8.880
,,"be",22,5.510
power,"X past ...",,78,0.000
,,"limit",15,7.330
power,"... versus X",,75,0.000
,,"power",29,12.760
,,"people",17,9.910
power,"X plus ...",,71,0.000
,,"electrification",45,13.630
power,"X versus ...",,61,0.000
,,"power",29,12.760
,,"time",14,8.330
power,"X underneath ...",,48,0.000
,,"hood",26,10.230
power,"... outwith X",,45,0.000
,,"act",22,13.270
,,"be",23,10.080
power,"verbs with particle ""unto"" and X as object",,41,0.000
,,"hold",15,12.290
power,"X minus ...",,38,0.000
,,"power",31,13.700
power,"... minus X",,38,0.000
,,"power",31,13.700
power,"X sine ...",,16,0.000
,,"wave",16,7.980
power,"usage patterns",,0,0.000
,,"it''s ""%w"" to ...",4084,0.020
